,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,job
0,0.36328110929512525,0.2481080640406809,-0.034879595826184245,0.03511788988173163,0.016856562028195524,0.013593005008642798,0.08108749432894129,0.021899147865794295,0.06655025911942263,-0.05899471901741067,0.07000511323719438,-0.06752045099584056,0.023176734249706288,0.04057364974372079,-0.06161201901123452,-0.07196084764393446,0.07975400116156826,0.12044595874024408,0.09645636099786183,0.009986009304870308,"ux,designer"
1,0.2818961364381509,0.2531664573980976,-0.06506262077422434,0.02375257300244798,0.011587639334401168,0.11587394354150218,-0.004380317196115351,-0.018530929637030808,0.0276065784591822,0.026838866020538824,0.054130282657809496,0.01940896936122346,-0.056590452247865464,0.005564541715407147,-0.007204842950310958,-0.07657937376586386,0.0864599623052456,-0.09885850378189087,0.07212181035591378,-0.08214973122812227,"ux,designer"
2,0.43994593293923956,0.18761538351353474,-0.15343085343828566,0.07551026053424457,-0.03231529168225681,-0.13869658109084246,-0.12932026611362282,-0.1356160463764256,0.08322469670372688,-0.15086015268627362,0.0055482664265989546,-0.04069299187897824,-0.049268006815864886,-0.006383410518957747,-0.0022175113642979136,0.04091196447761253,0.10353785100533201,0.0340978283175976,-0.08020801849949517,-0.023549562122030993,"ux,designer"
3,0.39077142097731105,0.39471705567966725,-0.3022569090387453,0.07876124031971854,0.03257056622550566,-0.15256326062873893,-0.002913308086938227,0.06927694951161796,-0.04477422404293143,0.016539122267641284,0.04211948302268626,-0.03130573389391445,0.016122363588235503,-0.09096658811015251,-0.06659456785917417,-0.061485919472498964,-0.057671393105592765,0.005841393273367614,0.07563270915691968,0.05189804153388874,"ux,designer"
4,0.3589004686974111,0.31553565677098366,-0.17111199071225708,0.13930271599570737,-0.023569983861647013,0.14991201916158153,0.017613500241419874,-0.11043803173298819,0.11443539961439483,0.22539748797267817,0.1352179413747578,0.6614764107002998,0.0016946012281357865,0.11041267338083553,-0.0674239819081595,0.0737407480350083,-0.025996355980642125,0.17645440848568383,-0.043470537099436976,0.027967426636396873,"ux,designer"
5,0.4090969993080844,0.4347832796804837,-0.24575127994982385,0.02163987989967634,0.010476185507609925,-0.06263845434349594,-0.017218496404318072,0.00988449359865235,-0.0755543339943304,0.04132394968519982,-0.11454345410024375,0.01162665459568536,-0.039803092193731876,-0.027367682881307687,-0.032740296949075695,0.06500472123944226,-0.0774335517196299,-0.10003183814932154,0.09148471074171988,-0.05829174303714827,"ux,designer"
6,0.33675788127927647,0.3650890200591179,-0.23902549946878474,0.004176773024389979,-0.0012747605563677839,-0.06204276083231503,-0.13289775724165986,-0.04223535280576266,-0.07398513919610201,0.015082601651343069,-0.07876928360873561,0.0071014495599506285,-0.09126665218137815,-0.059945813102829856,-0.025321233765329992,0.1665523325902449,0.035054459907692924,-0.08132273866571836,0.08311590107661684,-0.08940270200666006,"ux,designer"
7,0.39532017321527624,0.27166769303410065,-0.16439764941928306,0.05018080941285402,0.0038983539258947712,-0.005186752517405703,-0.004532981789185282,-0.02759536578145018,0.04494678129364551,-0.035893032940922845,0.08985788518886176,-0.07221436910818363,0.028694180094157702,-0.038043863513079715,-0.005130953458678265,-0.07999466426832628,-0.000564744495567708,-0.046416297418304886,-0.0757925767542042,-0.06787205274870982,"ux,designer"
8,0.27154589906128107,0.31578207060791397,-0.19564277927794163,0.037139612083493284,0.02495195518757403,-0.021092124371302926,-0.014711046741674654,0.016849113164815695,0.01786161657233585,-0.020110194011360084,0.01633450930707156,-0.09216409187183769,-0.015393181871991114,-0.09149587884421981,-0.0029098984954357013,-0.013643665660689728,0.09353508527124815,-0.05872854285262717,0.011294970624526047,0.005564161917066968,"ux,designer"
9,0.29384928358533113,0.17656845344957262,-0.017471718249701586,0.01308313721911788,0.022866757874505324,0.04905331051386928,-0.09605037711600747,-0.12590101528203465,0.061795562313821294,-0.1576090644041776,0.12269552800639727,-0.15917255108705955,-0.05819400781489957,-0.003913277229080247,0.01849276677665034,-0.012584398125457908,0.09242671082687794,0.03137258837993853,0.02042100176731916,0.0513866957803318,"ux,designer"
